Abk,Name
PGR.SG,Progress Software Corp
PGZ.SG,Healius Ltd
PHG.SG,Lyxor Stoxx Eurp 600 P&amp;H Gds ETF Acc A/I
PHO.SG,Gibb River Diamonds Ltd
PHT.SG,Haulotte Group
PIK.SG,Pick N Pay Stores Ltd
PIT.SG,Pittler Maschinenfabrik AG
PJP.SG,X5 Retail Group NV
PKB.SG,PARK & Bellheimer AG
PKE.SG,Park Aerospace Corp
PKW.SG,Polyplex (Thailand) PCL
PKX.SG,POSCO Holdings Inc
PLL.SG,Prudential Financial Inc
PNF.SG,Pininfarina Spa
PNK.SG,Pioneer Natural Resources Co
PNT.SG,Pentair plc
PPL.SG,PannErgy Plc
PRF.SG,ModivCare Inc
PRG.SG,Procter & Gamble Co
PRP.SG,Prada SpA
PRSO.SG,Prosafe SE
PRU.SG,Prudential PLC
PRVA.SG,Provident Financial PLC
PSH.SG,Sernova Corp
PSM.SG,ProSiebenSat 1 Media SE
PSQ.SG,Somboon Advance Technology PCL
PSX.SG,Daphne International Holdings Ltd
PTN.SG,Palatin Technologies Inc
PTOG.SG,Ptt PCL
PTY.SG,The Brink's Co
PUK.SG,PRD Energy Inc.
PVH.SG,PVH Corp
PWC.SG,Pinnacle West Capital Corp
PXH.SG,Pixium Vision SA
PXI.SG,Shandong Molong Petroleum Machinery Co Ltd
PXS.SG,Paragon Care Ltd
RDN.SG,Round One Corporation
REG.SG,RemeGen Co Ltd
REW.SG,Renishaw PLC
REZ.SG,Global Battery Metals Ltd
RFL.SG,"Tyme Technologies, Inc."
RFM.SG,Sensorion SA
RFV.SG,Don't Nod Entertainment S.A.
RHM.SG,Rheinmetall AG
RHO.SG,Roche Holding AG
RHS.SG,Seanergy Maritime Holdings Corp
RJA.SG,Talisman Mining Ltd
RJN.SG,Strike Energy Ltd
RLI.SG,Reliance Industries Ltd
RMP.SG,RM Plc
RMT.SG,Regina Miracle International (Holdings) Ltd
ROG.SG,Select Sands Corp
ROM.SG,Rohm Co Ltd
ROP.SG,Roper Technologies Inc
ROR.SG,SunMirror AG
RPU.SG,Republic Services Inc
RRZ.SG,Ramelius Resources Ltd
RSX.SG,Prominence Energy Ltd
RTC.SG,Realtech AG
RWL.SG,Rockwell Automation Inc
RWW.SG,"Mediaset España Comunicación, S.A."
RXI.SG,Rex International Holding Ltd
RYE.SG,Royal Mail PLC
RYU.SG,Sega Sammy Holdings Inc
SAB.SG,Sonic Healthcare Ltd
SAP.SG,SAP SE
SAR.SG,"Start Today Co., Ltd."
SBS.SG,Stratec SE
SBV.SG,Schwabenverlag AG
SCA.SG,Svenska Cellulosa Aktiebolaget SCA (publ)
SCG.SG,"Sporting Clube de Portugal - Futebol, SAD"
SCHE.SG,ETFS Short CHF Long EUR
SCHN.SG,Schindler Holding AG
SCL.SG,Schlumberger Ltd
SCM.SG,Schumag AG
SCS.SG,"SDC Investimentos, S.A."
SCTC.SG,SSE plc
SCY.SG,Stratasys Ltd
SDA.SG,Sealed Air Corp
SDRC.SG,SCOR SE
SEBC.SG,Skandinaviska Enskilda Banken AB
SES.SG,SES SA
SFE.SG,Synchrony Financial
SFT.SG,SoftBank Group Corp
SFY.SG,Synthetic Biologics Inc
SGE.SG,Societe Generale SA
SGER.SG,Societe Generale Group
SGU.SG,Sino-German United AG
SHG.SG,Sun Hung Kai Properties Ltd
SHM.SG,Shimano Inc
SID.SG,State Bank of India
SIEB.SG,Siemens AG
SII.SG,Wheaton Precious Metals Corp
SIM.SG,Simona AG
SJW.SG,Greenthesis S.p.A.
SKT.SG,Storebrand ASA
SLD.SG,Seek Ltd
SMG.SG,MagnaChip Semiconductor Corp
SMI.SG,China Medical & HealthCare Group Ltd
SMM.SG,Sumitomo Chemical Co Ltd
SND.SG,Schneider Electric SE
SOL.SG,Solvay SA
SPB.SG,Sedlmayr Grund und Immobilien KGaA
SPD.SG,Superior Industries International Inc
SPE.SG,Saipem SpA
SPI.SG,Sappi Ltd
SPXB.SG,Suzano S.A.
SQL.SG,Matador Secondary Private Equity AG
SRI.SG,Sun Art Retail Group Ltd
SRJ.SG,SpartanNash Co
SRT.SG,Sartorius AG
SST.SG,Heeton Holdings Limited
SSU.SG,Samsung Electronics Co Ltd
STG.SG,STINAG Stuttgart Invest AG
STM.SG,Stabilus SE
SUI.SG,Sekisui Chemical Co Ltd
SUUB.SG,SunTrust Banks Inc
SVC.SG,Service Corp International
SVSE.SG,AB Svensk Exportkredit (publ) 0% SNR MTN 25/06/2027 ZAR5000 '287'
SWI.SG,Swire Pacific Ltd
SWN.SG,Southwest Airlines Co
SXC.SG,Sunny Optical Technology (Group) Company Limited
SYK.SG,Stryker Corp
SYM.SG,NortonLifeLock Inc
SYT.SG,Softing AG
SYV.SG,3D Systems Corp
SYY.SG,Sysco Corp
TAC.SG,Ctac NV
TAL.SG,Taro Pharmaceutical Industries Ltd
TBT.SG,Tokuyama Corp
TBX.SG,Tick Trading Software Aktiengesellschaft
TCS.SG,Axon Enterprise Inc
TCX.SG,Tubacex SA
TEO.SG,Telecom Argentina SA
TEX.SG,Castellum AB
TGI.SG,Tetra Technologies Inc
TGNA.SG,Transgene SA
TGR.SG,Yum Brands Inc
TGT.SG,11 88 0 Solutions AG
THM.SG,Taylor Morrison Home Corp
THR.SG,ThermoGenesis Holdings Inc
TJX.SG,TJX Companies Inc
TLK.SG,Toll Brothers Inc
TLS.SG,Telia Company AB
TMP.SG,Stamper Oil & Gas Corp
TOK.SG,"Tokyo Steel Manufacturing Co., Ltd."
TPC.SG,Jersey Oil and Gas Plc
TPX.SG,Toppan Inc
TRS.SG,TC Energy Corp
TSI.SG,Tsingtao Brewery Co Ltd
TSLL.SG,Oi S.A.
TSQ.SG,transcosmos inc
TUP.SG,Tupperware Brands Corp
TUR.SG,Turbon AG
TXG.SG,Terex Corp
TXT.SG,Textron Inc
TYG.SG,Tingyi (Cayman Islands) Holding Corp
UGI.SG,Sugi Holdings Co Ltd
UGL.SG,US Global Investors Inc
UHS.SG,Universal Health Services Inc
UNH.SG,UnitedHealth Group Inc
UNP.SG,Union Pacific Corp
USE.SG,Erotik Abwicklungsges AG
USI.SG,US Silica Holdings Inc
UTG.SG,PT Unilever Indonesia Tbk
UTI.SG,Universal Technical Institute Inc
UUU.SG,3U Holding AG
UVV.SG,Universal Corp
VAW.SG,VAALCO Energy Inc
VBK.SG,VERBIO Vereinigte BioEnergie AG
VCM.SG,Vecima Networks Inc
VCV.SG,Vicor Corp
VFF.SG,Vereinigte Filzfabriken AG
VGR.SG,Vector Group Ltd
VHC.SG,Viohalco SA
VIA.SG,Viatris Inc
VIR.SG,Vidrala SA
VIS.SG,Viscofan SA
VMC.SG,Vulcan Materials Co
VOX.SG,VOXX International Corp
VPN.SG,AS VEF Radiotehnika RRR
VQT.SG,va-Q-tec AG
VSL.SG,DigitalX Limited
VTS.SG,Vitesco Technologies Group AG
WDC.SG,Western Digital Corp
WEA.SG,Western Alliance Bancorp
WEN.SG,D-A-CH Portfolio (Ireland) Plc
WFC.SG,West Fraser Timber Co.Ltd
WHR.SG,Whirlpool Corp
WILC.SG,Fabege AB
WIP.SG,AB Dvarcioniu Keramika
WMB.SG,Williams Companies Inc
WMC.SG,Alumina Ltd
WMT.SG,Walmart Inc
WPS.SG,West Pharmaceutical Services Inc
WWR.SG,Woolworths Group Ltd
XAR.SG,Xaar PLC
XBJA.SG,ETFS Long CHF Short EUR
XCRA.SG,CRH PLC
XIN.SG,Shandong Xinhua Pharmaceutical Co Ltd
XPH.SG,Amphenol Corp
YPF.SG,YPF SA
YSG.SG,Silver Grant International Holdings Group Ltd
ZEON.SG,International Zeolite Corp
ZIM.SG,Zimmer Biomet Holdings Inc
ZOM.SG,ZoomInfo Technologies Inc.
ZSB.SG,Sirona Biochem Corp
ZSL.SG,SLR Investment Corp
ZWS.SG,Telia Lietuva AB
